loan_applicant_id,age,education,years_with_current_employer,years_at_current_address,household_income,debt_to_income_ratio,credit_card_debt,other_debt,y
11994,50,basic,3,25,218,5.964332205,1.361495942,11.64074827,0
33226,41,illiterate,27,4,197,28.01479307,24.76727053,30.42187182,0
37347,51,professional.course,18,14,116,29.40895396,18.40927173,15.70511487,0
31273,22,professional.course,24,13,198,26.10178484,31.29116377,20.39037021,0
841,46,high.school,4,14,177,12.00782067,13.80372273,7.450119856,1
27052,40,professional.course,2,15,199,21.01875114,15.16312431,26.66419045,0
38847,43,professional.course,11,1,111,5.259454075,3.129772723,2.708221301,0
10412,20,high.school,21,31,40,16.5571817,3.244337243,3.378535435,0
27943,32,illiterate,21,22,50,4.336525304,1.322542688,0.845719964,0
39944,47,basic,26,20,95,1.588682113,0.768507458,0.740740549,0
8457,45,basic,12,4,95,4.274550221,2.468343288,1.592479422,0
38387,48,university.degree,24,14,125,28.00661116,4.247149572,30.76111437,0
22445,22,university.degree,12,9,162,13.19142576,4.517862165,16.85224757,0
9992,45,university.degree,17,29,81,1.995877205,0.345491618,1.271168918,0
28465,24,illiterate,14,13,57,4.446402372,0.420999031,2.113450321,0
15264,39,professional.course,27,24,218,7.165895753,8.128736825,7.492915917,0
14974,56,illiterate,25,6,80,9.632212696,0.198212689,7.507557467,0
41165,41,basic,23,6,228,16.05437445,4.779717866,31.82425588,0
12396,34,illiterate,16,17,121,14.86225821,10.80988014,7.173452295,0
8091,35,professional.course,25,2,38,10.98549011,2.778713235,1.395773006,0
3635,26,illiterate,8,6,342,12.96577065,12.85466263,31.48827301,1
28368,55,illiterate,9,5,223,14.0275942,5.787725634,25.49380942,0
24017,29,professional.course,16,31,239,17.22642286,7.754838548,33.41631208,0
39743,22,high.school,1,3,203,5.584643001,6.087363142,5.249462151,0
3203,54,professional.course,0,19,425,32.46465055,71.45319382,66.521571,1
28093,31,university.degree,20,21,211,7.26719571,9.397327748,5.936455199,0
8661,32,professional.course,23,14,142,19.12503898,6.272773781,20.88478157,0
2530,44,high.school,18,11,394,7.858018327,1.466703245,29.49388896,1
673,27,basic,16,16,72,14.02193177,4.149972833,5.945818044,1
17816,38,professional.course,23,1,105,16.13257079,12.90034989,4.038849449,0
38557,29,professional.course,6,24,52,1.350159047,0.131321327,0.570761377,0
16393,49,high.school,12,28,25,26.97516453,4.886078534,1.857712598,0
30241,50,illiterate,23,25,44,7.738488546,0.700503553,2.704431407,0
28862,34,basic,13,1,183,28.74963766,35.80378055,16.80805637,0
40001,50,high.school,13,13,158,19.50003131,16.88984038,13.92020909,0
5206,28,high.school,20,4,119,7.636990852,3.149785182,5.938233932,0
8724,24,illiterate,18,22,220,27.759769,2.021584385,59.04990742,0
15964,44,university.degree,13,28,153,23.69420639,4.515249191,31.73688658,0
25496,47,high.school,3,9,113,9.846218081,2.63080229,8.495424141,0
25476,22,professional.course,5,15,169,17.14185509,18.97931636,9.990418749,0
32457,52,illiterate,2,21,31,5.709203218,0.403851653,1.366001345,0
13967,42,basic,0,20,153,3.184713668,3.286036877,1.586575035,0
13440,44,university.degree,8,4,159,8.086502393,1.424022348,11.43351646,0
14,30,university.degree,20,17,294,8.073283636,1.232368454,22.50308544,1
22388,43,high.school,25,10,181,28.05105415,36.13906168,14.63334633,0
32972,43,basic,20,9,232,9.870837135,6.417396651,16.4829455,0
33634,55,illiterate,11,1,50,5.106635829,0.874695392,1.678622523,0
4598,45,basic,4,10,23,6.026349147,0.804151492,0.581908811,1
10632,30,university.degree,2,2,209,13.6776857,14.71535961,13.87100351,0
13608,53,university.degree,23,31,225,8.931264396,15.29197412,4.803370768,0
2361,52,basic,8,29,395,3.721007659,1.880932207,12.81704805,1
6405,35,professional.course,25,8,137,17.35414871,8.638800673,15.13638306,0
14243,41,illiterate,12,18,74,11.17419787,0.281609528,7.987296894,0
29030,23,illiterate,5,7,79,26.83971595,1.635868275,19.56750733,0
10160,36,basic,17,28,112,0.460829493,0.109581408,0.406547624,0
8314,49,professional.course,26,28,51,11.48116531,1.132271251,4.723123055,0
25916,32,illiterate,0,25,129,8.008312068,4.173918103,6.156804465,0
4568,51,university.degree,12,14,371,9.784614277,7.85772229,28.44319668,1
7741,29,university.degree,12,14,75,30.29102091,3.672473086,19.0457926,0
29354,49,university.degree,23,23,226,26.14778372,35.30323554,23.79075567,0
17388,56,professional.course,6,14,164,2.554062488,2.975593278,1.213069202,0
23780,55,illiterate,15,9,23,20.99035274,2.3951644,2.432616731,0
24609,28,basic,18,11,45,27.8413114,2.462446905,10.06614323,0
3456,25,illiterate,13,15,141,13.94914643,11.61912975,8.049166717,1
15285,43,illiterate,24,27,223,28.98554171,3.773332917,60.86442509,0
28332,39,university.degree,14,26,67,3.124126288,1.357250223,0.73591439,0
38956,43,professional.course,14,30,22,8.703505682,0.729368382,1.185402868,0
39094,24,high.school,20,25,241,11.48763096,16.78803252,10.8971581,0
35404,20,professional.course,11,16,103,17.32525045,2.733832251,15.11117571,0
32910,54,professional.course,27,23,81,30.30481133,7.881405939,16.66549124,0
14781,55,university.degree,0,28,55,5.839688496,2.044808218,1.167020454,0
29450,51,illiterate,15,0,80,13.78051262,3.757292159,7.267117934,0
34071,55,university.degree,13,27,241,10.00428345,12.18167205,11.92865106,0
28526,40,illiterate,17,21,68,19.25596819,7.081661183,6.012397184,0
28842,33,university.degree,24,7,53,7.012794483,2.556332118,1.160448958,0
5121,56,professional.course,11,9,31,21.13579124,3.230999977,3.321095309,0
29763,43,illiterate,5,31,91,21.7551372,3.904747057,15.8924278,0
5278,26,professional.course,5,11,221,18.65987064,31.01822727,10.22008684,0
34216,23,professional.course,2,15,90,25.09614179,17.16139269,5.425134915,0
26547,36,basic,24,20,49,2.260090849,0.14057162,0.966872896,0
25872,35,high.school,4,29,81,29.69619579,8.333185535,15.72073305,0
22054,42,professional.course,9,11,198,29.93968965,26.68709159,32.59349391,0
4912,36,basic,17,8,91,14.70159701,0.423063014,12.95539026,0
8275,38,illiterate,7,5,85,12.64822776,1.189455698,9.561537894,0
29654,37,high.school,11,2,188,15.55050366,18.47986664,10.75508023,0
8519,51,basic,0,30,208,13.71681406,21.03369647,7.497276768,0
35131,31,high.school,20,13,219,0.775476719,0.122746809,1.575547206,0
12109,40,university.degree,23,23,184,0.914490611,0.997846109,0.684816616,0
22993,22,high.school,12,13,29,6.530365184,1.441687297,0.452118606,0
2553,34,professional.course,29,5,338,30.37556721,50.07999212,52.58942504,1
7061,47,illiterate,17,2,158,26.47358934,30.74536259,11.08290857,0
7861,56,high.school,11,8,151,22.15242113,12.2912542,21.1589017,0
38489,28,illiterate,1,8,194,7.199374604,1.709834953,12.25695178,0
143,24,university.degree,6,0,346,37.26555968,86.57688452,42.36195199,1
24060,44,basic,9,27,146,4.236704671,1.28679142,4.898797399,0
35583,23,high.school,15,7,232,24.67479395,17.44314526,39.80237669,0
842,29,illiterate,20,22,425,8.524456803,29.45553399,6.773407427,1
4728,31,university.degree,21,23,239,25.08416653,15.54601419,44.40514381,0
11776,47,professional.course,1,4,54,16.41632418,2.576108294,6.288706763,0
35529,41,high.school,24,30,184,25.95856951,21.56360704,26.20016085,0
35959,26,illiterate,16,28,155,16.68364296,17.94145741,7.918189187,0
6466,35,professional.course,14,19,145,30.11311679,29.59615942,14.06785993,0
16296,27,illiterate,17,27,141,28.2727892,9.078434272,30.7861985,0
29694,45,high.school,13,23,210,17.6686837,16.80221666,20.30201911,0
12252,47,professional.course,23,2,95,29.39164893,15.13770934,12.78435715,0
13778,54,university.degree,18,23,67,20.10327874,6.190369039,7.278827716,0
2438,27,professional.course,14,1,89,39.31720898,6.216730428,28.77558557,1
24585,34,illiterate,27,23,173,19.35828176,25.58990775,7.899919688,0
32303,48,university.degree,17,22,51,3.303863225,1.086716034,0.598254211,0
6923,46,basic,15,10,171,25.86051538,5.100756979,39.12072432,0
25233,54,high.school,25,12,118,23.89451522,3.020685327,25.17484263,0
35438,22,professional.course,14,31,47,24.48601805,7.542423045,3.96600544,0
14421,37,high.school,11,0,50,18.91326457,4.952049312,4.504582975,0
2422,37,high.school,27,29,207,30.67461193,3.555409375,59.94103731,1
15045,47,university.degree,15,23,235,2.474133513,2.677283493,3.136930262,0
29319,25,illiterate,6,2,186,10.54914731,7.622076771,11.99933722,0
21152,38,professional.course,8,0,164,22.3565676,2.632338076,34.03243279,0
12781,31,university.degree,19,31,95,19.53431626,6.15992603,12.39767442,0
12113,51,university.degree,15,22,103,15.27826061,7.39395457,8.342653858,0
14171,42,university.degree,2,5,216,11.02302803,1.895767343,21.91397321,0
9661,35,high.school,11,9,184,16.3656348,16.90387576,13.20889227,0
41049,43,basic,22,26,83,11.88374418,0.770785136,9.092722534,0
7301,35,high.school,1,7,67,22.48602076,7.270080093,7.795553819,0
17546,20,high.school,12,21,233,19.72051504,12.87552508,33.07327496,0
34722,45,basic,15,15,144,0.553993218,0.488546227,0.309204007,0
5063,41,university.degree,4,20,105,28.39378784,7.570837931,22.2426393,0
6355,55,professional.course,21,17,31,24.42806495,5.203069423,2.369630712,0
26739,28,high.school,0,8,114,15.68648762,9.06343947,8.819156413,0
4858,44,illiterate,27,1,25,29.46367742,1.002508867,6.363410489,0
3581,33,basic,16,10,367,31.52609531,95.99773739,19.7030324,1
8144,23,basic,0,25,217,16.86367131,26.88597675,9.708190001,0
5285,55,basic,15,24,152,11.93803414,8.244513128,9.901298768,0
1695,52,university.degree,13,25,346,19.67740577,37.12390837,30.95991561,1
8303,41,high.school,10,21,117,12.36539737,1.485437698,12.98207722,0
37800,27,illiterate,1,0,151,29.76833491,6.256660582,38.69352513,0
4221,28,university.degree,19,25,39,12.77968597,4.038709297,0.945368232,1
15500,28,illiterate,6,20,184,4.857593668,1.722412582,7.215559767,0
40691,46,professional.course,6,24,83,3.319259274,1.565517126,1.189468072,0
21409,21,professional.course,12,31,89,6.718894385,2.234991808,3.744824194,0
34310,42,illiterate,20,30,116,23.65525237,16.78022075,10.659872,0
12729,52,illiterate,13,21,235,17.18243513,21.23766279,19.14105976,0
29570,31,university.degree,11,1,83,7.267244366,3.976016418,2.055796406,0
22391,28,basic,11,28,223,9.620225515,1.247708577,20.20539432,0
18038,38,illiterate,17,11,82,19.11095686,2.497217154,13.17376747,0
15745,29,university.degree,22,28,211,20.49085415,21.46972431,21.76597794,0
12858,48,basic,21,21,106,21.51214719,4.993197474,17.80967854,0
36899,47,illiterate,14,3,119,21.01713177,4.551161234,20.45922557,0
11570,31,illiterate,27,19,239,19.1273517,19.32915302,26.38521753,0
23936,21,high.school,1,16,88,15.01182509,5.274314353,7.936091727,0
32172,56,illiterate,26,21,168,7.142998096,9.010877167,2.989359635,0
20827,30,high.school,3,5,181,0.432307158,0.52973694,0.252739016,0
34843,24,basic,0,29,82,28.94002453,11.50994936,12.22087076,0
12178,52,professional.course,1,0,185,11.27724948,8.925651276,11.93726026,0
16850,36,basic,1,24,107,19.3968868,3.33833385,17.41633502,0
18358,42,illiterate,9,12,156,25.98359061,12.77691836,27.75748298,0
39460,35,illiterate,6,20,203,22.37801414,5.800934906,39.6264338,0
2385,40,high.school,18,3,413,20.82962497,35.77303266,50.25331847,1
30024,56,high.school,2,27,96,19.03489646,0.8212752,17.4522254,0
39568,47,illiterate,14,22,104,21.73785002,10.74667963,11.86068438,0
23308,31,illiterate,4,14,62,15.49743724,2.202791236,7.40561985,0
19024,25,illiterate,6,11,152,17.28807602,15.25297971,11.02489584,0
39659,49,professional.course,17,0,113,24.29885397,2.018988351,25.43871663,0
32473,43,high.school,15,22,110,8.42222966,2.73877162,6.525681006,0
714,38,high.school,2,1,196,4.997579278,5.975557983,3.819697401,1
33212,51,basic,22,16,81,22.28428823,2.169034388,15.88123908,0
23265,25,illiterate,25,28,93,10.08601478,6.968952746,2.411040996,0
23009,26,basic,1,25,32,8.185209977,0.129239852,2.49002734,0
6103,26,high.school,8,15,121,28.33087352,8.038014664,26.24234229,0
31136,29,professional.course,10,24,88,29.59583832,1.499587338,24.54475038,0
14707,29,illiterate,2,6,61,5.60264,0.427821005,2.989789395,0
17248,54,basic,9,12,68,10.8288957,2.491011758,4.872637315,0
34661,35,professional.course,11,31,108,10.60223644,2.132698146,9.317717207,0
7909,36,illiterate,10,16,168,21.41176882,22.67665037,13.29512124,0
5573,55,illiterate,2,4,107,6.159029681,1.947494982,4.642666777,0
8482,53,university.degree,18,6,48,15.77896316,0.693463492,6.880438826,0
35520,51,university.degree,12,11,60,12.18765355,4.782791292,2.52980084,0
15757,35,basic,26,9,98,1.251543406,0.866021572,0.360490966,0
33203,46,illiterate,13,22,113,19.25083241,7.214337579,14.53910305,0
10851,20,professional.course,27,4,242,21.2600084,30.50639326,20.94282707,0
39293,22,high.school,2,31,153,12.09481134,13.64118359,4.863877753,0
20674,28,illiterate,4,24,207,1.702155233,0.918295693,2.605165639,0
2236,51,high.school,14,27,238,31.59005427,46.1455267,29.03880246,1
36291,32,illiterate,4,4,66,23.63370654,5.443227611,10.15501871,0
32709,51,high.school,21,11,95,25.9240589,10.83323719,13.79461877,0
25907,53,illiterate,1,29,241,29.91454517,52.60431256,19.48974129,0
16768,55,illiterate,26,1,120,2.660130553,0.858645314,2.33351135,0
1285,51,professional.course,8,1,48,35.82935298,3.512395502,13.68569393,1
5610,33,illiterate,4,11,115,13.94692519,8.901827441,7.137136533,0
2300,47,university.degree,23,22,306,37.16414467,94.39233819,19.32994451,1
10260,23,illiterate,1,12,142,26.54298362,13.98636704,23.7046697,0
22441,28,high.school,26,5,115,22.96502086,3.874537022,22.53523696,0
15083,27,illiterate,1,23,144,27.08231982,20.22056186,18.77797869,0
35399,52,illiterate,21,27,201,8.748038,4.234674561,13.34888182,0
28292,35,professional.course,6,3,207,19.10040667,11.38843383,28.14940797,0
29804,38,professional.course,20,7,129,15.39561085,1.913098319,17.94723968,0
26662,45,high.school,4,10,99,8.823497845,3.460929594,5.274333273,0
27401,52,professional.course,19,20,187,16.2651711,10.28027586,20.13559408,0
20856,41,professional.course,19,29,165,12.39717578,11.79457188,8.66076816,0
5993,29,high.school,13,21,150,2.53930193,2.452796776,1.356156119,0
36047,25,high.school,18,1,64,22.03248302,4.687530495,9.41325864,0
16597,55,university.degree,16,6,76,15.73157532,2.110313877,9.845683364,0
2168,38,high.school,26,13,404,33.77921978,81.80910051,54.65894741,1
14883,47,university.degree,24,6,239,28.91786385,12.08087523,57.03281937,0
15950,30,basic,20,14,143,5.140607977,4.903694439,2.447374969,0
11519,52,high.school,0,3,163,4.505920074,4.312603759,3.032045961,0
17398,31,illiterate,24,30,170,30.57677361,26.45840272,25.52211243,0
32004,37,basic,12,28,147,13.5407215,9.314253598,10.59060701,0
34770,43,high.school,25,15,187,19.69113886,22.33392305,14.48850661,0
14765,44,illiterate,21,26,156,16.3315666,11.23620869,14.2410352,0
5295,54,university.degree,26,26,184,24.14447242,7.752190771,36.67363848,0
38313,46,illiterate,2,0,231,7.241065637,1.923631356,14.80323027,0
20902,24,high.school,27,31,188,5.668439116,7.646785702,3.009879836,0
11761,40,university.degree,1,20,37,9.588989385,2.399408792,1.148517281,0
2797,53,illiterate,21,2,362,25.17953093,67.1319573,24.01794466,1
23550,54,basic,2,27,142,17.73247081,12.95910482,12.22100373,0
17649,31,university.degree,3,4,39,21.62936895,1.18245659,7.2529973,0
34044,21,illiterate,11,25,152,7.641471005,6.086997585,5.528038343,0
29274,50,university.degree,23,9,189,3.926998915,1.050699365,6.371328585,0
39872,48,basic,5,4,15,20.74455022,0.372020133,2.7396624,0
15241,30,illiterate,19,18,217,15.28467529,10.33821303,22.82953233,0
2468,45,illiterate,21,20,133,22.28862518,18.72589221,10.91797928,1
11008,42,professional.course,12,17,131,18.57542903,3.696208194,20.63760383,0
17507,54,illiterate,5,15,137,7.479940661,5.545632876,4.70188583,0
10736,23,professional.course,2,29,230,23.33885732,8.10744906,45.57192277,0
39052,22,illiterate,19,18,171,18.99325166,0.586569034,31.8918913,0
8475,41,university.degree,3,8,202,17.71125197,11.38644501,24.39028398,0
31141,28,illiterate,17,4,76,26.43066539,11.90600376,8.181301936,0
39938,32,professional.course,10,10,170,2.956132114,2.945953893,2.0794707,0
20598,52,illiterate,18,2,164,3.169910284,1.647936503,3.550716364,0
9409,35,professional.course,1,3,89,5.966566961,3.075713271,2.234531324,0
39572,50,illiterate,11,30,75,14.11154943,4.017334886,6.566327185,0
37920,41,professional.course,1,23,130,7.944080477,2.367559233,7.959745386,0
9312,39,university.degree,18,22,40,20.45451593,1.772341765,6.409464608,0
5617,40,university.degree,14,8,211,11.54813894,7.325626902,17.04094625,0
15471,39,university.degree,24,15,199,16.19160168,18.60456611,13.61672124,0
8241,40,professional.course,12,14,175,7.578525294,4.79350573,8.468913534,0
11415,49,university.degree,12,2,39,16.03692548,0.334545455,5.919855482,0
2676,29,high.school,12,3,208,35.18258431,30.04160734,43.13816803,1
13955,24,professional.course,25,10,168,22.05247616,19.19009457,17.85806538,0
4965,29,basic,2,31,118,10.76274408,9.225139533,3.474898476,0
4740,56,illiterate,12,0,232,20.81041099,30.10948041,18.17067309,0
26380,40,illiterate,9,5,17,28.06079758,1.342553416,3.427782173,0
34033,45,university.degree,13,12,155,11.60898305,8.947103145,9.046820586,0
2475,55,professional.course,3,7,226,23.38417054,31.44376186,21.40446356,1
25337,55,basic,13,3,190,1.362822131,0.961958277,1.627403773,0
36089,30,illiterate,16,19,238,28.80380188,30.72941182,37.82363667,0
30580,48,university.degree,25,22,37,12.98637961,0.278230181,4.526730275,0
9177,48,university.degree,21,11,77,5.302881974,1.090107637,2.993111483,0
9030,22,basic,8,21,71,26.64876473,9.648749923,9.271873033,0
14505,41,illiterate,25,26,189,15.66014949,1.124507865,28.47317466,0
18158,29,high.school,26,24,89,15.06652346,8.169623338,5.239582544,0
35856,34,professional.course,18,14,94,8.942867924,2.373455033,6.032840815,0
27816,53,university.degree,26,6,19,24.05345566,0.846578459,3.723578117,0
39530,22,high.school,6,21,163,30.43405665,22.13717303,27.47033931,0
7920,33,professional.course,3,15,194,6.426763725,3.105673336,9.362248291,0
20205,28,basic,0,19,19,10.75231072,0.571119737,1.471819299,0
2267,43,university.degree,6,7,118,23.19971059,19.42167452,7.953983983,1
28725,47,illiterate,24,3,235,24.0811209,17.07408334,39.51655077,0
36506,31,illiterate,12,29,206,5.343688221,5.888078499,5.119919237,0
19256,42,professional.course,18,12,183,25.43166138,6.622912173,39.91702816,0
33852,22,professional.course,14,13,55,23.20511995,4.491267694,8.271548276,0
19048,33,basic,18,16,153,7.049513036,5.1620677,5.623687245,0
32426,55,basic,10,17,184,28.73983067,3.143745422,49.73754302,0
35373,24,basic,14,16,183,12.38957227,5.868357464,16.8045598,0
26744,41,illiterate,3,18,56,28.37538746,10.59589713,5.294319845,0
16742,48,university.degree,8,16,208,7.149083301,4.121132553,10.74896071,0
5949,20,university.degree,26,23,195,3.299616135,2.719663069,3.714588395,0
31841,21,illiterate,2,25,119,9.311515516,4.572856662,6.507846803,0
17821,54,illiterate,5,16,148,22.8900064,20.8148388,13.06237067,0
25704,32,basic,21,0,237,22.1927493,3.960128645,48.6366872,0
23069,48,basic,23,30,25,5.558778323,0.401085011,0.988609569,0
3179,27,basic,8,0,442,4.030550428,10.51170305,7.303329846,1
3052,41,basic,3,25,84,21.54591501,12.54356334,5.555005264,1
32301,20,high.school,19,4,158,1.274996837,0.720148284,1.294346718,0
31431,48,illiterate,13,16,126,28.98890681,17.4915391,19.03448348,0
1622,54,illiterate,2,8,72,5.562312447,1.7562918,2.248573161,1
23401,37,university.degree,27,26,191,12.35292108,10.51008645,13.08399281,0
8813,41,university.degree,1,28,119,7.151122914,0.871563184,7.638273083,0
6903,48,illiterate,6,24,113,21.51715468,6.442694102,17.87169068,0
34846,47,basic,3,7,107,26.26122575,17.24530789,10.85420366,0
24923,53,basic,4,22,134,13.02997114,4.595393032,12.86476829,0
40478,24,illiterate,14,15,211,14.62770254,5.836131574,25.02832079,0
12617,56,high.school,21,20,164,16.17587272,4.894856993,21.63357427,0
34676,44,university.degree,25,17,59,27.30232229,9.138602643,6.969767509,0
38028,31,illiterate,5,15,233,9.617066487,8.747855878,13.65990904,0
16733,39,high.school,17,29,63,12.61411698,5.98565367,1.961240029,0
18470,27,university.degree,9,27,42,0.747240149,0.17946288,0.134377983,0
3365,40,university.degree,19,29,37,5.811545168,1.329240796,0.821030916,1
14511,50,illiterate,26,0,132,20.28037295,12.35877639,14.4113159,0
4346,41,professional.course,19,22,44,36.6140115,6.216574303,9.893590756,1
10323,35,professional.course,19,1,76,24.77542208,13.38616445,5.443156329,0
30491,23,university.degree,23,3,87,4.552785994,0.433500177,3.527423639,0
4734,53,professional.course,15,14,216,24.1459725,1.783979335,50.37132126,0
10739,22,professional.course,18,27,214,27.20005308,1.578756846,56.62935674,0
40564,38,university.degree,2,8,168,5.52471454,3.226946961,6.054573466,0
19610,33,basic,20,27,86,2.765566389,0.721217898,1.657169197,0
13162,39,illiterate,0,15,61,13.78746277,3.160844985,5.249507303,0
16165,31,high.school,11,9,161,17.61215745,0.48745442,27.86811907,0
32850,27,professional.course,14,0,51,27.72379024,2.111526992,12.02760603,0
35539,30,illiterate,23,25,39,24.62450854,2.988909754,6.614648579,0
27280,48,university.degree,2,15,127,10.58115508,8.833173458,4.604893489,0
39360,20,illiterate,12,23,47,17.91888907,0.41292049,8.008957373,0
16896,21,illiterate,0,6,62,18.08054141,1.121302389,10.08863329,0
22273,24,university.degree,10,20,199,4.031013465,0.769901303,7.251815493,0
37428,35,professional.course,26,16,133,16.47718272,0.734476055,21.18017696,0
36297,56,university.degree,13,26,31,27.25877061,5.71667646,2.733542428,0
14908,42,illiterate,15,15,147,6.332066935,3.560895777,5.747242619,0
23096,26,university.degree,6,21,198,6.515938041,7.874340135,5.027217186,0
17839,33,university.degree,26,31,194,22.71468155,31.44221575,12.62426646,0
17807,24,illiterate,22,18,35,0.777712312,0.04502274,0.227176569,0
4016,33,illiterate,20,10,358,38.89730578,40.95080455,98.30155012,1
20889,54,basic,18,20,193,8.446173306,8.155948908,8.145165573,0
937,39,university.degree,10,3,160,39.21002699,40.33973601,22.39630718,1
15000,31,basic,1,12,211,9.859741045,10.96399583,9.84005778,0
29015,26,illiterate,11,28,38,14.81268418,0.494722969,5.134097019,0
20738,30,professional.course,4,27,210,27.5804582,27.72776363,30.1911986,0
29530,41,basic,8,8,175,3.352300857,0.112195126,5.754331374,0
25743,40,illiterate,1,14,99,22.28210466,13.00084666,9.058436957,0
9012,22,illiterate,4,4,117,19.65924352,12.54686717,10.45444775,0
9808,26,high.school,15,13,146,18.05594617,10.06604993,16.29563148,0
22063,50,high.school,8,28,202,1.461145852,0.154219935,2.797294687,0
4061,47,university.degree,8,26,314,37.52622526,90.42413075,27.40821657,1
223,47,university.degree,6,28,44,41.00329176,14.73538408,3.306064295,1
3298,43,university.degree,28,16,339,16.81211559,7.203063929,49.79000793,1
12551,48,basic,24,3,17,19.70163986,2.489827591,0.859451184,0
30854,39,high.school,10,12,171,30.40022218,7.528010472,44.45636945,0
30074,29,professional.course,8,26,15,19.5545585,1.063646704,1.869537071,0
25655,27,high.school,6,30,170,28.82688995,16.95182083,32.05389209,0
38039,39,high.school,17,6,152,7.620279865,7.124388874,4.45843652,0
1544,43,university.degree,17,24,352,14.91302674,17.70792494,34.78592918,1
26518,25,illiterate,19,22,121,25.41068242,4.037719458,26.70920627,0
22275,45,high.school,5,1,219,8.705099854,3.215793194,15.84837549,0
